Regions	H3K4me3.bam	
scaffold_1:6361625-6371625	0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;49.0;32.0;44.0;54.0;38.0;50.0;29.0;20.0;14.0;7.0;0.0;0.0;1.0;1.0;0.0;4.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;3.0;2.0;0.0	
scaffold_1:6763205-6773205	0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;3.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;7.0;12.0;16.0;14.0;10.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0	
scaffold_1:6815656-6825656	0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0;16.0;10.0;20.0;24.0;48.0;35.0;9.0;5.0;2.0;6.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;3.0;3.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0	
scaffold_1:6977992-6987992	1.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;2.0;1.0;3.0;0.0;1.0;1.0;1.0;4.0;0.0;1.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;4.0;2.0;3.0;4.0;0.0;0.0;3.0;6.0;7.0;9.0;9.0;15.0;22.0;30.0;8.0;17.0;31.0;28.0;17.0;30.0;30.0;29.0;31.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;3.0;1.0;4.0;9.0;15.0;15.0;16.0;46.0;44.0;55.0;41.0;30.0;29.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	
scaffold_1:6981017-6991017	4.0;1.0;4.0;3.0;0.0;2.0;4.0;7.0;7.0;9.0;7.0;15.0;25.0;29.0;4.0;23.0;34.0;25.0;17.0;31.0;25.0;32.0;24.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;3.0;2.0;6.0;12.0;14.0;16.0;21.0;50.0;51.0;55.0;39.0;34.0;24.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	
scaffold_1:7004723-7014723	0.0;1.0;0.0;0.0;0.0;0.0;2.0;3.0;1.0;2.0;2.0;3.0;1.0;4.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;2.0;2.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;1.0;1.0;0.0;0.0;36.0;48.0;37.0;18.0;9.0;15.0;29.0;47.0;80.0;89.0;108.0;48.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;5.0;6.0;4.0;3.0;7.0;8.0;4.0;5.0;3.0;1.0;0.0;0.0;0.0;2.0;4.0;2.0;0.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;3.0;2.0;1.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0	
scaffold_1:7230703-7240703	0.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;3.0;8.0;15.0;12.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;2.0;1.0;2.0	
scaffold_1:7534042-7544042	1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;1.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;1.0;2.0;5.0;9.0;12.0;8.0;8.0;6.0;4.0;4.0;7.0;6.0;10.0;10.0;13.0;13.0;19.0;13.0;13.0;9.0;4.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;3.0;0.0;1.0;2.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0	
scaffold_1:7545513-7555513	1.0;0.0;0.0;2.0;3.0;2.0;3.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;0.0;1.0;0.0;0.0;1.0;2.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;5.0;14.0;4.0;3.0;2.0;0.0;3.0;1.0;0.0;0.0;2.0;3.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	
scaffold_1:7676548-7686548	0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;2.0;2.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;3.0;2.0;1.0;0.0;2.0;2.0;2.0;0.0;1.0;1.0;2.0;3.0;1.0;0.0;2.0;0.0;2.0;5.0;5.0;1.0;1.0;1.0;1.0;2.0;5.0;4.0;5.0;8.0;11.0;5.0;6.0;4.0;8.0;6.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	
scaffold_1:7792859-7802859	1.0;1.0;0.0;1.0;3.0;3.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;3.0;2.0;2.0;2.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;4.0;3.0;3.0;5.0;7.0;8.0;8.0;8.0;2.0;1.0;0.0;0.0;1.0;2.0;1.0;3.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;4.0;4.0;2.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0	
scaffold_1:8315308-8325308	0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;3.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;2.0;4.0;5.0;4.0;2.0;3.0;2.0;3.0;2.0;7.0;4.0;6.0;11.0;9.0;4.0;5.0;5.0;2.0;1.0;2.0;1.0;0.0;2.0;2.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;2.0;4.0;2.0;3.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;2.0;3.0;3.0	
scaffold_1:8567463-8577463	3.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;0.0;2.0;0.0;0.0;1.0;1.0;3.0;1.0;2.0;1.0;2.0;1.0;2.0;3.0;3.0;3.0;5.0;8.0;15.0;18.0;35.0;27.0;17.0;20.0;18.0;15.0;8.0;10.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	
scaffold_1:8648682-8658682	0.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;2.0;6.0;1.0;0.0;0.0;0.0;3.0;10.0;15.0;12.0;25.0;31.0;27.0;19.0;12.0;13.0;6.0;0.0;3.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;2.0;2.0;2.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0	
scaffold_1:8657559-8667559	2.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;2.0;2.0;3.0;5.0;3.0;4.0;5.0;11.0;20.0;34.0;38.0;26.0;20.0;44.0;58.0;46.0;60.0;65.0;83.0;54.0;46.0;28.0;29.0;12.0;4.0;0.0;0.0;0.0;0.0;0.0;3.0;5.0;2.0;3.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;2.0;0.0;1.0;2.0;2.0;2.0;2.0;0.0;0.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;0.0;2.0;2.0	
scaffold_1:8686146-8696146	2.0;4.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;1.0;1.0;2.0;1.0;0.0;0.0;1.0;3.0;2.0;4.0;4.0;1.0;0.0;0.0;1.0;1.0;3.0;3.0;2.0;2.0;5.0;9.0;6.0;21.0;37.0;32.0;20.0;22.0;16.0;6.0;2.0;2.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	
scaffold_1:8746181-8756181	1.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;3.0;3.0;2.0;2.0;2.0;1.0;3.0;2.0;1.0;2.0;3.0;2.0;1.0;1.0;2.0;0.0;0.0;0.0;2.0;5.0;4.0;10.0;8.0;10.0;11.0;17.0;14.0;14.0;15.0;16.0;32.0;47.0;53.0;65.0;88.0;118.0;93.0;72.0;48.0;47.0;53.0;77.0;73.0;39.0;22.0;22.0;19.0;7.0;4.0;2.0;4.0;1.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;2.0;4.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	
scaffold_1:9054575-9064575	0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;1.0;1.0;1.0;3.0;1.0;1.0;4.0;1.0;1.0;0.0;2.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;5.0;12.0;13.0;17.0;18.0;27.0;34.0;62.0;71.0;95.0;94.0;63.0;53.0;22.0;35.0;9.0;20.0;0.0;10.0;19.0;18.0;18.0;15.0;14.0;13.0;6.0;2.0;0.0;3.0;6.0;4.0;5.0;6.0;0.0;0.0;2.0;1.0;3.0;2.0;0.0;0.0;2.0;6.0;3.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;1.0;1.0;1.0;3.0;2.0;1.0	
scaffold_1:9136524-9146524	1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;3.0;2.0;1.0;0.0;1.0;3.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;5.0;3.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;17.0;27.0;18.0;19.0;40.0;56.0;67.0;65.0;68.0;49.0;41.0;13.0;8.0;7.0;4.0;4.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;2.0;1.0;0.0;1.0;3.0;1.0;2.0;2.0;1.0;0.0;1.0;0.0;3.0;2.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;3.0;3.0;4.0;3.0	
scaffold_1:9242487-9252487	3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;2.0;10.0;9.0;16.0;12.0;10.0;17.0;9.0;6.0;1.0;3.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;3.0;0.0;0.0;0.0	
scaffold_1:9297072-9307072	0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0;2.0;1.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;15.0;16.0;28.0;39.0;50.0;50.0;30.0;23.0;21.0;15.0;8.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;3.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;4.0;3.0;2.0;0.0;1.0;1.0;1.0;2.0;0.0;1.0;2.0;2.0;0.0;1.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;3.0;1.0	
scaffold_1:9416819-9426819	0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;1.0;2.0;4.0;5.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;2.0;3.0;1.0;3.0;3.0;4.0;1.0;1.0;1.0;0.0;2.0;2.0;3.0;2.0;4.0;1.0;8.0;7.0;10.0;7.0;2.0;2.0;18.0;44.0;53.0;68.0;67.0;69.0;52.0;46.0;44.0;61.0;49.0;48.0;29.0;10.0;9.0;0.0;0.0;2.0;2.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;0.0;0.0;1.0;2.0;2.0;3.0;0.0;1.0;0.0;1.0;1.0;1.0;2.0;0.0;1.0;0.0;4.0;2.0	
scaffold_1:9430592-9440592	1.0;3.0;2.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;4.0;3.0;1.0;1.0;0.0;0.0;3.0;5.0;9.0;7.0;4.0;4.0;3.0;4.0;7.0;5.0;7.0;6.0;4.0;3.0;9.0;11.0;17.0;14.0;8.0;7.0;7.0;8.0;7.0;9.0;6.0;0.0;3.0;4.0;0.0;0.0;3.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;2.0;1.0;3.0;1.0;0.0;0.0;1.0;2.0;3.0;2.0;2.0;0.0;1.0;1.0;2.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0	
scaffold_1:9448551-9458551	1.0;1.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;3.0;1.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;3.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;3.0;3.0;2.0;3.0;3.0;6.0;11.0;19.0;18.0;20.0;17.0;27.0;40.0;42.0;37.0;47.0;51.0;41.0;39.0;30.0;17.0;18.0;16.0;13.0;4.0;5.0;5.0;6.0;2.0;4.0;4.0;2.0;2.0;4.0;4.0;4.0;3.0;3.0;3.0;1.0;0.0;1.0;2.0;0.0;2.0;2.0;1.0;3.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	
scaffold_1:9458762-9468762	0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;3.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;3.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;5.0;3.0;1.0;4.0;6.0;8.0;6.0;4.0;1.0;1.0;2.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;1.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0	
scaffold_1:9564920-9574920	0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;3.0;3.0;2.0;2.0;12.0;12.0;12.0;10.0;7.0;10.0;9.0;13.0;7.0;3.0;1.0;3.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;2.0;2.0;1.0;0.0;2.0;1.0;1.0;0.0;1.0;2.0;2.0;1.0;0.0;1.0;0.0;2.0;2.0;3.0;0.0	
scaffold_1:9576560-9586560	0.0;0.0;1.0;0.0;1.0;3.0;1.0;1.0;2.0;0.0;0.0;2.0;3.0;1.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;3.0;1.0;0.0;1.0;0.0;2.0;5.0;3.0;10.0;14.0;16.0;8.0;9.0;12.0;10.0;7.0;1.0;1.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;3.0;1.0;1.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;0.0	
scaffold_1:9689493-9699493	0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;2.0;5.0;11.0;8.0;11.0;8.0;5.0;16.0;19.0;17.0;13.0;4.0;2.0;1.0;0.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;6.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;3.0;2.0;0.0;0.0;0.0	
scaffold_1:9762653-9772653	0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;4.0;8.0;5.0;6.0;7.0;5.0;0.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0	
scaffold_1:9897595-9907595	0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;9.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0	
scaffold_1:10089536-10099536	0.0;0.0;0.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0;3.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;4.0;3.0;3.0;3.0;6.0;6.0;2.0;4.0;3.0;3.0;1.0;3.0;4.0;5.0;2.0;4.0;6.0;2.0;3.0;2.0;0.0;1.0;11.0;22.0;26.0;24.0;15.0;10.0;8.0;11.0;24.0;21.0;23.0;12.0;6.0;10.0;5.0;1.0;0.0;1.0;2.0;3.0;2.0;2.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0	
scaffold_1:11067503-11077503	0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;2.0;2.0;2.0;0.0;0.0;1.0;2.0;4.0;1.0;1.0;0.0;1.0;0.0;2.0;0.0;2.0;0.0;2.0;6.0;16.0;20.0;24.0;20.0;42.0;53.0;40.0;10.0;17.0;21.0;23.0;21.0;12.0;14.0;5.0;1.0;0.0;0.0;0.0;1.0;3.0;1.0;3.0;3.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0	
scaffold_1:11095912-11105912	0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;2.0;4.0;11.0;14.0;28.0;42.0;57.0;44.0;45.0;37.0;12.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;2.0;3.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0	
